id;cadastrado_em;modificado_em;excluido;nome;instituicao_id;ativo;bairro;cep;cidade;codigo_host;codigo_host_igreja;complemento;data_abertura;ddd;email;endereco;host_dirigente;numero;pais;site;telefone;uf;data_extincao
377;2017-01-04 19:36:32.513376+00;2017-01-05 23:04:23.096744+00;false;SOTURNO;2083;false;Soturno;29321000;Cachoeiro de Itapemirim;432;361;;\0;;;Rua Zacarias Moulais;Fechou;s/n;BR;;;ES;\0
392;2017-01-04 19:36:32.810347+00;2017-01-17 10:24:07.98395+00;false;Ccngregação Metodista Wesleyana;2090;true;Bairro Jardim Itapemirim;29315727;Cachoeiro de Itapemirim;454;367;;06/05/1995;28;;Rua Erenito Rezende;Presbitero Kleber Gonçalves Valentim;S.N;BR;;999628181;ES;\0
388;2017-01-04 19:36:32.727071+00;2017-03-17 02:37:02.252762+00;false;Porto Alegre;2450;false;;;;753;278;;\0;;;;;;\0;;;\0;\0
344;2017-01-04 19:36:31.840472+00;2021-06-10 13:01:38.426122+00;false;Novo Surubí;2293;false;Novo Surubí;27500000;Resende;383;35;;\0;;;Rua Heitor Ramos;Pb. Arimatéa Batista Nunes;222;BR;;;RJ;\0
345;2017-01-04 19:36:31.861482+00;2021-06-10 13:01:26.610398+00;false;Paraíso;2293;false;Paraíso;27500000;Resende;384;35;;\0;;;Rua Abílho Godoy;Pb. Rossinei Gomes de Lima;423;BR;;;RJ;\0
376;2017-01-04 19:36:32.494105+00;2021-07-01 13:23:43.275383+00;false;MONTE CRISTO;2083;true;Monte Cristo;29312310;Cachoeiro de Itapemirim;425;361;;02/02/2002;;;Rua João Fortunato Canholato;Pb CARLOS WESLEY NOGUEIRA;1;BR;;;ES;\0
375;2017-01-04 19:36:32.474579+00;2021-07-01 13:26:20.319863+00;false;BAIRRO ALTO UNIÃO;2083;true;Alto União;29315100;Cachoeiro de Itapemirim;424;361;;19/04/1989;;;Rua Simone de Souza;Pb  LEONARDO MENDES COUTINHO;47;BR;;;ES;\0
351;2017-01-04 19:36:31.987411+00;2021-07-06 13:47:07.157892+00;false;Santa Rita Passa Quatro;2348;true;Parque Lagoinha;13670-00;Santa Rita Passa Quatro;392;575;;29/03/2008;16;pb.cicero@hotmail.com;Rua José Gusman;Presbitero Xavier;64;BR;http://sites.google.com/site/imwararaquara/Pagina-Inicial;;SP;\0
346;2017-01-04 19:36:31.882204+00;2021-08-18 13:27:21.130632+00;false;Meringuava;2233;true;Taquara;22720200;Rio de Janeiro;1225;76;Loja A;12/10/2016;;;Rua Professor Darcy Ribeiro;Pr Renato;13;BR;;;RJ;\0
359;2017-01-04 19:36:32.154719+00;2018-12-19 19:14:37.959694+00;false;Congregação de Capelinha;2116;false;Mercês de Água Limpa;;São Tiago;953;410;;15/03/2013;31;pr.ramonmarcos@hotmail.com;;Missionária Silésia Ramos de Andrade;;BR;;998785878;MG;\0
406;2017-01-04 19:36:33.08643+00;2019-01-10 21:48:09.988398+00;false;Bela Vista;2036;true;;;;470;405;;\0;;;;Adeir Carlos;;BR;;;\0;\0
365;2017-01-04 19:36:32.277696+00;2019-01-16 16:29:51.001732+00;false;PEDRA DO PAPAGAIO - PONTO DE PREGAÇÃO;2405;true;PEDRA DO PAPAGAIO;37450000;AIURUOCA;413;337;ZONA RURAL;30/01/2010;35;;ESTRADA DO MATUTÚ , KM 04;Diácono Pedro Amadeu;;BR;;98427199;MG;\0
414;2017-01-04 19:36:33.240281+00;2017-03-05 12:59:51.68486+00;false;CAMPO GRANDE;2416;false;Campo Grande;29146450;Cariacica;486;422;Casa;25/04/2009;27;;Rua Vicente Celestino;;29;BR;;88889903;ES;\0
395;2017-01-04 19:36:32.869708+00;2017-01-05 14:06:38.033551+00;false;Buritizal;2448;true;novo Buritizal;;macapá;457;275;em frente ;\0;96;marcelaraujodesouza@hotmail.com;av. pedro lazarino;Pastor Marcel Araújo de Souza;;BR;;91851274;AP;\0
398;2017-01-04 19:36:32.928383+00;2017-01-05 14:06:38.067907+00;false;MONTE CASTELO;1933;true;Monte Castelo;;Parnamirim;462;129;;\0;;;;Pb.  GILMAR;;BR;;;RN;\0
412;2017-01-04 19:36:33.201506+00;2017-02-07 20:54:03.711753+00;false;Setor 05;2389;false;Setor 05;;Jaru;482;708;;14/04/2009;;;Rua  Maranhão;;;BR;;;RO;\0
379;2017-01-04 19:36:32.551932+00;2019-03-21 14:01:41.980473+00;false;CRUZÍLIA;2049;true;Vila Magalhães;37445000;CRUZÍLIA;435;332;salão;10/05/2009;;;Rua odon Silveira;Aspirante Leonardo Flauzino;40;BR;;;MG;\0
371;2017-01-04 19:36:32.397221+00;2019-04-14 08:44:40.730754+00;false;BAIRRO AEROPORTO;2083;true;Aeroporto;29314050;Cachoeiro de Itapemirim;420;361;;20/08/1989;28;;Rua Sebastião Amaral;Pb Luiz Fernando Analio Lirio;4;BR;;;ES;\0
421;2017-01-04 19:36:33.373562+00;2017-01-05 14:06:38.397377+00;false;IMW DE COLORADO DOESTE RO;2428;true;CENTRO;;COLORADO DOESTE RO;1126;236;;02/05/2013;;;;IRMÃ OLGA FAGUNDES;;BR;;;RO;\0
422;2017-01-04 19:36:33.394083+00;2017-01-05 14:06:38.410369+00;false;Santa Cruz de Minas;2048;true;Centro;36500000;Santa Cruz de Minas;503;330;;10/11/1990;;;rua Tiradentes;Presbítero Francisco G. Pereira;25;BR;;;MG;\0
423;2017-01-04 19:36:33.41381+00;2017-01-05 14:06:38.422819+00;false;Igreja Metodista Wesleyana da cidade de Delta (mg);2604;true;Jardim Eldorado;38108000;Delta;1097;1069;casa;07/03/2015;34;reginaldodarci@hotmail.com;R: Santo Tozarim;ASP Reginaldo Silviano;341;BR;reginaldodarci@hotmail.com;96959568;MG;\0
333;2017-01-04 19:36:31.609583+00;2023-01-21 02:48:38.719401+00;false;Congregação bairro Oitis;2017;false;Oitis;;Contagem;912;303;;03/11/2012;;;Avenida Três;;495;BR;;;MG;08/01/2023
352;2017-01-04 19:36:32.00823+00;2023-07-05 19:33:13.068094+00;false;Jardim Joamar/SP;2080;true;Jd. Joamar;;São Paulo;395;518;;\0;;;Rua Josino Ferreira de Gois;Pr. Elnatan dos Santos Serafim;724;BR;;;SP;\0
354;2017-01-04 19:36:32.049965+00;2023-07-05 19:34:47.120374+00;false;Cascata - Morato;2080;true;;;Francisco Morato;402;518;;\0;;;;Pr Isaias Lima;;BR;;;SP;\0
353;2017-01-04 19:36:32.028992+00;2023-09-13 17:41:01.406959+00;false;Vila Guilherme;2080;true;Vila Guilherme;2201000;;400;518;;\0;;;Rua Julio Buono;Pr.  Bruno dos Santos Nunes;170;BR;;;SP;\0
387;2017-01-04 19:36:32.707546+00;2023-09-29 16:31:13.729015+00;false;Bairro Santana;2408;true;SANTANA padre baião;36515000;GUIDOVAL;448;414;;28/11/1997;;;jose balbino de almeida;Pastor Carlos Roberto de Andrade;232;BR;;;MG;\0
384;2017-01-04 19:36:32.649343+00;2018-04-26 18:15:27.448564+00;false;BRASILÉIA;2345;false;;;Brasiléia;647;800;;13/04/2010;68;;;Asp Pb Paulo Jânio Jangles de Souza;;BR;;84198459;AC;\0
702;2017-01-04 19:36:39.039328+00;2019-06-20 12:18:20.100008+00;false;MANTENA (Vila Nova);2035;false;Vila Nova;35290000;MANTENA;1068;357;;02/03/2014;;;;;;BR;;;MG;\0
411;2017-01-04 19:36:33.182121+00;2019-07-10 21:07:00.027648+00;false;Monjolos;1926;true;Monjolos;;São Gonçalo;727;121;Lote 51, Q;05/06/2011;;;Rua Itatiba;transferida para IMW Niteroi;;BR;;;RJ;\0
407;2017-01-04 19:36:33.105791+00;2019-07-11 00:22:21.282207+00;false;Atalaia;2493;true;Atalaia;;Governador Valadares;820;456;;03/02/2012;33;;Rua José Simão;Pastor Leonardo Malaquias;;BR;;84094170;MG;\0
404;2017-01-04 19:36:33.04773+00;2019-08-03 22:27:54.607402+00;false;Gaspar;2409;true;;;;468;415;;\0;;;;;;\0;;;\0;\0
394;2017-01-04 19:36:32.849838+00;2019-09-09 23:47:39.541993+00;false;Beira Rio;2448;true;Perpétuo Socorro;;Macapá;456;275;Em frente;09/09/2019;75;celrl@bol.com.br;av. gertrudes saturnino de loureiro;Pastor Celso Fabiano Silva Farias;447;BR;;;AP;\0
380;2017-01-04 19:36:32.571078+00;2019-10-18 17:57:47.488899+00;false;GCEU IMW Anápolis;2419;false;JK Nova Capital;;Anapolis;1201;426;;04/03/2016;;;Avenida E Qd 28 Lote 8 , 4;Pr Rodrigo Luciano;;BR;;;GO;\0
424;2017-01-04 19:36:33.433978+00;2020-05-07 00:05:43.942342+00;false;Piaçu;2089;true;Distrito de Piaçu;29386000;Muniz Freire;512;366;;24/05/1993;28;;Argemiro José da Silva;SERGIO TELLES;S/N°;BR;;;ES;\0
427;2017-01-04 19:36:33.492314+00;2017-01-05 14:06:38.474074+00;false;Vila Prudêncio;2071;true;Vila Prudêncio;29150000;Cariacica;515;355;;08/09/2010;;pr.alvino@hotmail.com;Rua L;José Augusto;S/N;BR;;;ES;\0
429;2017-01-04 19:36:33.531823+00;2017-01-05 14:06:38.499463+00;false;Manilha (Novo Horizonte);1927;true;Novo Horizonte - Manilha;24800000;Itaboraí;519;123;Lote 438  ;03/07/2010;21;ivancurvello@hotmail.com;Rua Sete;Asp. Rafael da Silva Albuquerque;0;BR;;997966683;RJ;\0
431;2017-01-04 19:36:33.572222+00;2017-01-05 14:06:38.525385+00;false;Zona Norte;2172;true;Tarumã;;Bagé;1112;563;;01/05/2015;53;;Av Espanha;;1243;BR;;99021477;RS;\0
420;2017-01-04 19:36:33.354594+00;2017-04-01 20:45:58.773375+00;false;Lindéia;2023;false;;;;496;345;;\0;;;;;;BR;;;MG;\0
396;2017-01-04 19:36:32.889364+00;2018-09-02 03:58:05.19415+00;false;Umuarama;2162;false;;;;695;549;;\0;;;;;;\0;;;\0;\0
409;2017-01-04 19:36:33.144007+00;2018-10-26 19:32:56.744515+00;false;Novo Porto Canoa;2415;true;Novo Porto Canoa;;Serra;478;421;;12/01/2009;27;;Rua Ana Nery;Asp. Sebastião Luciano Gonçalves Pereira;s/n;BR;;;ES;\0
385;2017-01-04 19:36:32.668591+00;2018-11-10 01:46:53.857018+00;false;Areal da Floresta;2350;false;Areal da Florrsta;76806380;Porto Velho;445;792;;31/12/2016;69;imwarealfloresta@gmail.com;Rua Juventude;Fábio Cristiano Marinho da Cruz  CPF 336.746.552-68;4407;BR;;992979850;RO;01/11/2018
457;2017-01-04 19:36:34.09116+00;2021-08-04 17:57:30.099986+00;false;Planalto Verde;2144;true;Planalto Verde;14056610;Ribeirão Preto;562;521;;13/04/1985;;;Avenida Ivo Pereschi;Marcial Rodrigues Sousa (pastor);875;BR;;;SP;\0
416;2017-01-04 19:36:33.278425+00;2021-08-07 17:04:40.149833+00;false;Vila Nazaré;2260;true;Vila Nazaré;;Paço do Lumiar;809;229;;12/05/1991;;;Rua Panaquatira;Pr.Wellington Henrique castro costa;25;BR;;;MA;\0
405;2017-01-04 19:36:33.066875+00;2021-08-07 17:05:16.992292+00;false;Sol & Mar;2260;true;Sol e Mar;;São Luís;1082;229;;06/12/2014;;;Rua Sol Nascente;Pr. Wellington Henrique Castro;;BR;;;MA;\0
378;2017-01-04 19:36:32.532599+00;2021-10-26 14:21:38.780496+00;false;Fazenda da Barra 1;1949;false;Fazenda da Barra 1;;RESENDE;484;136;;02/10/2015;;;Rua Estrela Politi Nahum;Pb. Sidney;225;BR;;;RJ;\0
1047;2017-10-28 02:01:57.991953+00;2021-11-01 02:25:22.114276+00;false;MANUELE CAMARA DA SILVA;2666;false;;;;\0;\0;;\0;;;;;;\0;;;\0;\0
417;2017-01-04 19:36:33.297551+00;2021-11-09 20:27:26.118082+00;false;ALFHAVILLE(congreg. 2);2461;false;BAIRRO NOVA ESPERANÇA;7682146;PVH;873;287;;31/05/2012;69;imwalfaville@gmail.com;AV. RIO MADEIRA;PR. Wanberto Marchão;5568;BR;;92 104570;RO;\0
437;2017-01-04 19:36:33.690362+00;2017-01-05 14:06:38.603595+00;false;Santo Antonio;2038;true;Santo Antonio;35053810;Governador Valadares;528;427;;\0;33;;Rua 2;Wanderson Silvestre Vieira;475;BR;;32732325;MG;\0
444;2017-01-04 19:36:33.833352+00;2017-01-05 14:06:38.708373+00;false;Moinho Preto;1996;true;Moinho Preto;;Petrópolis;543;208;;\0;;;;;;BR;;;RJ;\0
450;2017-01-04 19:36:33.953882+00;2017-01-05 14:06:38.790773+00;false;Sengó (Pouso Alto - MG);2050;true;Sengó;37468000;Pouso Alto;551;333;;05/11/2009;35;;;Pr. Lourenço Mendes de Carvalho;;BR;;88786410;MG;\0
476;2017-01-04 19:36:34.487573+00;2017-02-08 13:51:16.987354+00;false;ITANHOMI;2404;true;Centro;35120000;Itanhomi;764;408;;01/10/2010;33;imwsd@hotmail.com;Rua Rita Benedito;Miss. Adriana Fernandes;33;BR;;32774510;MG;\0
743;2017-01-04 19:36:39.891044+00;2017-01-19 21:56:38.064446+00;false;Jardim Esplanada;2080;false;;;;399;518;;\0;;;;;;BR;;;\0;\0
401;2017-01-04 19:36:32.990085+00;2022-03-08 16:54:29.440605+00;false;SANTA MARIA II;2212;true;SANTA MARIA II;;BARRA MANSA;874;61;;07/09/2012;24;;RUA ESPERANTO;ASPIRANTE  ALEXANDRO;256;BR;;33 243371;RJ;\0
400;2017-01-04 19:36:32.966554+00;2022-06-07 20:20:11.441197+00;false;RIVE;2084;true;;29520000;ALEGRE;464;362;;27/04/2009;28;pr.clebes@hotmail.com;RIVE;Pr .CLEBES INACIO DE ALMEIDA;;BR;;99 553868;ES;\0
447;2017-01-04 19:36:33.892942+00;2022-07-14 02:39:14.282269+00;false;Flamejantes;2253;false;;;;939;103;;\0;;;;;;BR;;;RJ;\0
428;2017-01-04 19:36:33.511859+00;2022-08-06 20:42:49.141446+00;false;NOVA SERRANA;2015;false;SÃO GERALDO;;NOVA SERRANA;702;301;;\0;;;RUA ÁGUA LIMPA;PR. GILBERTO GERALDO DA SILVA Pb. JEAN GUILHERME;1800;BR;;;MG;\0
441;2017-01-04 19:36:33.76975+00;2022-08-06 20:43:09.009228+00;false;BOM DESPACHO;2015;false;;;BOM DESPACHO;703;301;;\0;;;;PR. GILBERTO GERALDO SILVA  Pb. JEAN GUILHERME;;BR;;;MG;\0
403;2017-01-04 19:36:33.028513+00;2019-03-22 00:46:34.112228+00;false;LARANJAL;2410;false;CENTRO;36760000;LARANJAL;1071;416;SALÃO;29/11/2014;32;;RUA MANOEL PAES THIAGO;ASP. WILHAS SANTANA CARVALHO;166;BR;;88763825;MG;\0
454;2017-01-04 19:36:34.032103+00;2018-01-22 14:32:05.28113+00;false;Simioni;2144;true;Simioni;14071310;Ribeirão Preto;559;521;Salão de C;19/07/2011;16;;Rua Luiz Carvalho Pereira;Hitagar Antonio Peixe;170;BR;;981200055;SP;\0
466;2017-01-04 19:36:34.26982+00;2017-02-17 19:45:10.096524+00;false;PARQUE DAS AMÉRICAS;2062;true;Parque das Américas;;Uberaba;978;315;Salão;01/02/2012;34;cida_almeida10@hotmail.com;Rua josé Pereira dos Reis;Diac. Maria Aparecida  Alves de Almeida;405;BR;;99606392;MG;\0
471;2017-01-04 19:36:34.377784+00;2017-01-05 14:06:39.082029+00;false;Jardim Caiuby;2137;true;JARDIM CAIUBY;8587000;ITAQUAQUECETUBA;1104;543;;01/03/2015;;;ESTRADA DOS INDIOS;Pb. José Augusto Thomaz;1246;BR;;;SP;\0
465;2017-01-04 19:36:34.249578+00;2017-01-31 22:06:36.188491+00;false;Clube do Bosque;2444;false;;;;570;271;;\0;;;;;;BR;;;ES;\0
413;2017-01-04 19:36:33.22059+00;2023-01-27 20:31:09.292737+00;false;Castelo Branco;2416;true;Castelo Branco;29000000;Cariacica;485;422;;05/04/2007;27;;Rua Da Assembléia;Pr. José Augusto Soeiro Barbosa;SN;BR;;98 820874;ES;\0
381;2017-01-04 19:36:32.59074+00;2023-04-05 19:36:31.18546+00;false;José Carlos de Oliveira;2332;true;José Carlos de Oliveira;;Caruaru;1042;110;;01/04/2011;81;;;Pastor ajudante  José Amilton;;BR;;89 845486;PE;\0
426;2017-01-04 19:36:33.472916+00;2023-06-01 22:52:16.599361+00;false;Jardim Caiçara;2245;false;Jardim Caiçara;28900000;;514;83;;\0;;;;;;BR;;;RJ;\0
425;2017-01-04 19:36:33.453285+00;2023-06-01 22:52:27.613898+00;false;Manoel Correa;2245;false;Manoel Correa;28900000;Cabo Frio;513;83;;\0;;;Rua Panamá;;;BR;;;RJ;\0
463;2017-01-04 19:36:34.2081+00;2023-07-29 21:09:15.774277+00;false;Av. 31 de Março;1965;true;Parque Paulista;25261000;Duque de Caxias;1182;167;Lote 12, Q;\0;;;Av. 31 de Março;Pastor Aldeir Nogueira;s/n;BR;;;RJ;\0
386;2017-01-04 19:36:32.688029+00;2023-07-31 17:15:30.653777+00;false;VALE ENCANTADO;2070;false;VALE ENCANTADO;29113220;VILA VELHA;447;354;;01/01/2017;27;;RUA CORREGO GRANDE;Pr. Sandoval Souza Lima;100;BR;;;ES;\0
432;2017-01-04 19:36:33.592039+00;2023-08-03 21:52:45.152098+00;false;CACHOEIRA DA FUMAÇA;2084;true;ZONA RURAL;;ALEGRE;523;362;;23/12/1983;28;Pr.Clebes@hotmail.com;CACHOEIRA DA FUMAÇA;Pr .CLEBES INACIO DE ALMEIDA;;BR;;;ES;\0
475;2017-01-04 19:36:34.464196+00;2017-01-05 14:06:39.130808+00;false;JKIII;2041;true;JKIII;;Governador Valadares;591;323;;\0;33;;Rua Ivo de Tassis;Pastor Marco Antônio da  Silva;427;BR;;32731211;MG;\0
483;2017-01-04 19:36:34.628652+00;2017-02-08 13:51:25.872223+00;false;SIR - B;2404;false;Conjunto SIR;35024170;Governador Valadares;871;408;casa;16/09/2012;33;imwsd@hotmail.com;Rua B um;Pb. Rogério;36;BR;;32774510;MG;\0
479;2017-01-04 19:36:34.547145+00;2017-03-21 23:43:38.264089+00;false;ALTINÓPOLIS;2041;false;SANTO ANTÔNIO;;GOVERNADOR VALADARES;595;323;;\0;;;RUA UM;Pb. ADAIR GONÇALVES;569;BR;;;MG;\0
448;2017-01-04 19:36:33.913346+00;2018-11-01 01:48:04.1112+00;false;CONGREGAÇÃO IMW - CACHOEIRINHA;2400;false;;;;556;399;;\0;;;;;;\0;;;\0;\0
460;2017-01-04 19:36:34.14947+00;2020-03-24 13:31:24.99201+00;false;Arapoti;2193;false;;;Arapoti;565;539;Casa;01/10/2009;;;;João Rodrigues de Siqueira;;BR;;;PR;\0
440;2017-01-04 19:36:33.75008+00;2020-04-16 04:17:29.597792+00;false;CALADINHO;2512;false;CALADINHO;;RIO BRANCO;690;475;;19/12/2010;;;RUA PORTO VELHO;Pb José Francisco Souza da Silva;S/N;BR;;;AC;\0
443;2017-01-04 19:36:33.809422+00;2021-01-19 19:00:55.972198+00;false;Planaltina de GO;2094;true;Setor Leste;73752190;Planaltina;536;370;;\0;;imw.planaltinago@gmail.com;Quadra 8 MR 2 Lote 1;;;BR;;;GO;\0
436;2017-01-04 19:36:33.670788+00;2018-10-27 14:11:32.364722+00;false;IMW VINHEDO;2143;true;BAIRRO VILA ROMANA;13280000;VINHEDO;892;557;TÉRREO;20/10/2012;19;;RUA CAMPINAS;PRESBÍTERO REGINALDO GARCIA DE SOUZA;67;BR;;992809431;SP;\0
464;2017-01-04 19:36:34.227495+00;2019-01-18 19:26:36.069797+00;false;Congregação São Pedro;2051;false;;;;1129;334;;\0;;;;;;BR;;;MG;\0
439;2017-01-04 19:36:33.729646+00;2019-01-24 03:07:05.376625+00;false;Jorge Lavocart;1893;false;Jorge Lavocart;69922020;Rio Branco;531;728;;\0;68;anjoedy@hotmail.com;RUA JORGE AMADO II;Pb. Raimundo Marques;S/N;BR;;999869597;AC;\0
480;2017-01-04 19:36:34.567086+00;2017-01-05 14:06:39.18834+00;false;Rosário do Sul;2165;true;Centro;;Rosário do Sul;762;503;;14/04/2012;55;;Amaro Souto;Pr.Miguel Ubirajara Machado;2767;BR;;96033230;RS;\0
481;2017-01-04 19:36:34.587504+00;2017-01-05 14:06:39.199889+00;false;Grande Vitória;2074;true;;;;318;358;;\0;;;;;;BR;;;;\0
482;2017-01-04 19:36:34.6088+00;2017-01-05 14:06:39.211385+00;false;Novo Horizonte;2074;true;;;;320;358;;\0;;;;;;BR;;;;\0
488;2017-01-04 19:36:34.727461+00;2017-01-05 14:06:39.280427+00;false;São Pedro do Havaí;2122;true;SSENTRO;36900000;MANHUAÇU ;602;398;;\0;0;0;SÃO PODRO DO AVAY;JOSE GERALDO DOS SANTOS;SN;BR;0;0;MG;\0
489;2017-01-04 19:36:34.747731+00;2017-01-05 14:06:39.291861+00;false;Vila Nova;2122;true;;;;603;398;;\0;;;;;;BR;;;;\0
491;2017-01-04 19:36:34.786864+00;2017-03-06 23:53:15.408782+00;false;Vila Bela (Sorriso MT);2190;false;;;;1235;508;;\0;;;;;;\0;;;\0;\0
492;2017-01-04 19:36:34.806758+00;2017-01-26 16:44:44.518965+00;false;Vila Osternack;2151;false;Ganchinho;81935474;Curitiba;608;525;;01/11/2009;41;;Rua Leocadio Moscalewski Lacerda;Pb. Joaquim Pereira de Souza;46;BR;;32580064;PR;\0
496;2017-01-04 19:36:34.886043+00;2017-03-02 15:21:22.007885+00;false;MARECHAL DEODORO;2301;true;Taperaguá;;Marechal Deodoro;863;73;;04/08/2012;;;Rua Dr. Miguel Omena nº 13;Diac. Izaltina dos Santos Silva;13;BR;;;AL;\0
459;2017-01-04 19:36:34.13007+00;2021-07-20 19:54:15.515185+00;false;Itararé;2193;true;Vila Novo Horizonte;;Itararé;564;539;Casa;01/10/2009;;;;SILVIO BARROS MIRANDA;;BR;;;SP;\0
456;2017-01-04 19:36:34.071673+00;2021-08-04 17:56:54.693488+00;false;Ipiranga;2144;true;Ipiranga;14060060;Ribeirão Preto;561;521;Salão;01/07/1990;;;Rua: Coronel Américo Batista;Tiago Martins;394;BR;;;SP;\0
477;2017-01-04 19:36:34.507902+00;2021-09-28 19:31:56.796185+00;false;Santo Elias;2226;false;Santo Elias;;;763;93;;\0;;;;;;BR;;;RJ;\0
494;2017-01-04 19:36:34.846572+00;2017-01-05 14:06:39.34916+00;false;Bairro do Prado;2165;true;Prado;97571480;Santana do Livramento;610;503;casa;21/11/2009;55;mmachadolvto@hotmail.com;Cel. rodrigues Barbosa;Pr. Miguel Ubirajara Alves Machado;197;BR;;32445379;RS;\0
497;2017-01-04 19:36:34.905768+00;2017-01-05 14:06:39.383243+00;false;Ipiranga / Pr;2371;true;;;;619;591;;01/11/2009;43;pr.marciopereira@hotmail.com;;Pb. Norival;;BR;;35462437;PR;\0
498;2017-01-04 19:36:34.925577+00;2017-01-05 14:06:39.394602+00;false;Prudentópolis;2371;true;;;;620;591;;01/02/2010;43;pr.marciopereira@hotmail.com;;Pb. José;;BR;;35462437;PR;\0
499;2017-01-04 19:36:34.945481+00;2017-01-05 14:06:39.406278+00;false;Ponta Grossa;2371;true;;;;621;591;;01/09/2010;43;pr.marciopereira@hotmail.com;;Asp. Márcio José Pereira;;BR;;35462437;PR;\0
541;2017-01-04 19:36:35.77486+00;2017-01-19 14:01:37.501198+00;false;FRANCICO TORRES;1941;false;PINTO DA SERRA;;VOLTA REDONDA;974;139;;30/08/2013;;;AV FRANCISCO TORRES;;3315;BR;;;RJ;\0
435;2017-01-04 19:36:33.651139+00;2019-02-27 16:21:17.033608+00;false;CGR João Soares;2103;false;Parque Boa Vista;45600000;Itabuna;893;392;Salão;\0;;;;Pr. Antônio Lopes;;BR;;;BA;01/01/2019
487;2017-01-04 19:36:34.708034+00;2017-08-22 01:55:46.869092+00;false;Córrego dos Teixeiras;2122;true;;;;601;398;;\0;;;;OZEIAS SOUZA OLIVEIRA;;BR;;;\0;\0
518;2017-01-04 19:36:35.320873+00;2017-01-06 16:54:49.390973+00;false;Ipanema;2148;true;PQ.IPANEMA;;TAUBATÉ;640;511;;\0;;;AV. NELSON MEIRELLES;Asp. Júlio Cesar de Lima;745;BR;;;SP;\0
467;2017-01-04 19:36:34.290437+00;2017-10-10 02:47:36.543036+00;false;IMW Jardim Progresso;2325;false;;;;761;108;;\0;;;;;;\0;;;\0;\0
490;2017-01-04 19:36:34.767332+00;2018-02-19 20:04:14.605182+00;false;Igreja Metodista Wesleyana de Vila Maria Rosa;2187;false;Vila Maria Rosa;;Ferraz de Vasconcelos;757;571;;01/09/2011;11;preliosilva@bol.com.br;Av. Lourenço Pagannucci;Elio Nascimento da Silva;587;BR;;20715182;SP;\0
442;2017-01-04 19:36:33.789799+00;2022-03-08 16:59:54.875182+00;false;Marcílio Dias;1907;true;Penha Circular;21210210;Rio de janeiro;944;21;;17/09/1994;;pralcenir.amaral@yahoo.com.br;Avenida Nossa Senhora da Penha;Asp. Almir Goulart do Amaral;65;BR;;;RJ;\0
434;2017-01-04 19:36:33.631401+00;2022-06-07 20:21:14.304754+00;false;ORIENTE;2084;true;CORREGO DO ORIENTE;29470000;ALEGRE-ES;525;362;ZONA RURAL;23/02/1967;28;Pr.Clebes@hotmail.com;ORIENTE;Pr .CLEBES INACIO DE ALMEIDA;;BR;;99 955386;ES;\0
516;2017-01-04 19:36:35.281148+00;2018-04-16 11:47:21.496918+00;false;Vila Olímpia;2148;true;VILA OLÍMPIA;12070610;TAUBATÉ;638;511;;\0;;;Av. da Fraternidade;Asp. Gabriel Jeremias de Moraes;938;BR;;;SP;\0
469;2017-01-04 19:36:34.334126+00;2019-08-03 17:55:53.685344+00;false;ALTO BELA VISTA;2088;true;QUILOMBO;29390000;Iúna;576;365;;10/06/2005;28;douglasandrejpm@gmail.com;R. ASTROGILDO SILVEIRA;DIÁCONO Douglas André;S/N;BR;;999191662;ES;\0
438;2017-01-04 19:36:33.709937+00;2019-09-02 20:23:12.434509+00;false;São José;2209;true;BOA VISTA;25880000;SAPUCAIA;529;42;;23/07/2010;;;JUDITH ASSUMPÇÃO CARVALHO;DIÁCONO PEDRO;;BR;;;RJ;\0
453;2017-01-04 19:36:34.012862+00;2019-11-22 13:18:12.318525+00;false;Bom Jesus da Cachoeira;2052;true;Bom Jesus;36892q;Bom Jesus;1242;335;;08/05/2013;32;imwmuriae@msn.com;Rua Anizio Torres;VINICIUS;s/n;BR;;;MG;\0
478;2017-01-04 19:36:34.527609+00;2021-02-01 13:58:26.520132+00;false;AZTECA;2041;true;Azteca;;GOVERNADOR VALADARES;594;323;Templo;04/03/2017;;;Rua Cento e doze;TIAGO DE ARAÚJO RIBEIRO;80;BR;;;MG;\0
523;2017-01-04 19:36:35.418745+00;2020-07-21 16:26:56.287534+00;false;Congregação Marcos Freire;2421;false;;;;1084;735;;\0;;;;;;\0;;;\0;\0
474;2017-01-04 19:36:34.442784+00;2018-10-01 13:22:05.606667+00;false;IMW ERVÁLIA;2487;false;;;Ervália;729;451;;12/02/2011;;;;PB. Flavio Aloísio dos Santos;;BR;;;MG;\0
484;2017-01-04 19:36:34.649218+00;2023-05-26 19:28:06.560265+00;false;Pinheiros de Minas;2115;true;Pinheiros De Minas;36972000;Martins Soares;775;409;;29/10/1995;33;;Avenida Antonio Prudente Franco;Roseli Simões;S/N;BR;;84 362443;MG;\0
486;2017-01-04 19:36:34.688627+00;2023-02-28 10:28:33.345614+00;false;Divino;2122;true;;;;600;398;;\0;;;;EDMAR TOMAZ;;BR;;;MG;\0
510;2017-01-04 19:36:35.162854+00;2023-08-08 14:39:00.851985+00;false;Nova Vida;2142;true;;;;632;556;;\0;;;;Pb. Asp. Marley Ramos da Cruz;;BR;;;SP;\0
