id;cadastrado_em;modificado_em;nome;tipo_instituicao_id;instituicao_pai_id;excluido;codigo_host;ativo;bairro;caw;cep;cidade;cnpj;complemento;data_abertura;ddd;email;endereco;inss;nome_fantasia;numero;pais;site;telefone;uf;pastor;tesoureiro
2049;2016-11-11 19:02:50.403846+00;2019-01-15 14:11:07.624315+00;IMW Baependi;1;1821;false;332;true;Centro;false;37443000;Baependi;1,41896E+13;Templo;\0;32;prwilhas@gmail.com;Avenida Juscelino Kubitschek;false;IMW BAEPENDI;180;BR;;984381148;MG;wilhas Santana Carvalho;
2513;2016-11-11 19:03:05.622418+00;2023-02-08 16:58:07.855059+00;IMW Bahia;1;1845;false;476;true;Pista;false;69911564;Rio Branco;1,37263E+13;;\0;68;imwbahiaacre@gmail.com;Estrada Deputado Rui da Silveira Lino;false;;S/N;BR;;99 090846;AC;Manoel Hegino da Silva Júnior;Silvania Guimarães
2885;2023-01-31 18:38:03.067883+00;2023-02-14 13:37:05.925913+00;IMW Bairro Alto (Em Organização);1;1853;false;\0;true;;false;;Rio Negro;;;01/01/2023;;;;false;;;;;;PR;\0;\0
2043;2016-11-11 19:02:50.197439+00;2017-10-19 22:08:01.293244+00;IMW Bairro Carapina;1;1786;false;325;true;Carapina;false;35060280;Governador Valadares;1,41896E+13;;\0;33;imwcarapina@hotmail.com;Rua Ypiranga;false;\0;255;BR;;88540783;MG;;
2579;2016-11-11 19:03:07.895988+00;2023-01-04 17:24:51.853506+00;IMW Bairro Eletronorte;1;1834;false;1042;true;Eletronorte;false;;Porto Velho;1,37263E+13;;01/01/2012;69;imweletronorte2017@gmail.com;Rua Tamareira entre Capelinha e Águas Vermelhas;false;;;BR;;84061770;RO;REV. ROSIVALDO DA SILVA MOQUEDACE;SILVALDO SOUZA DA SILVA
1959;2016-11-11 19:02:47.474546+00;2023-01-21 12:22:22.422585+00;IMW Bairro Industrial;1;1776;false;161;true;Industrial;false;49065120;Aracaju;1,44008E+13;;30/11/1986;79;;Tv. Aracajuzinho;false;;162;BR;;;SE;Cassio Raimundo Baur da Cruz.;Diego Santana Santos Costa
2311;2016-11-11 19:02:58.913626+00;2017-09-13 12:49:18.153478+00;IMW Bairro São João;1;1758;false;81;true;São João;false;28940000;são Pedro da aldeia;1,38364E+13;;05/12/2002;22;;Rua Rito Pereira;false;\0;6;BR;;26250546;RJ;;
2426;2016-11-11 19:03:02.706302+00;2017-01-27 21:34:30.617842+00;IMW Bairro São Pedro;1;17;false;244;true;São Pedro;false;35060260;Governador Valadares;;;\0;33;teodorodionisio@hotmail.com;Rua Ibituruna;false;;69;BR;;88017295;MG;\0;\0
2041;2016-11-11 19:02:50.132368+00;2023-01-29 11:02:34.615196+00;IMW Bairro de Lourdes;1;1786;false;323;true;Lourdes;false;35032300;Governador Valadares;1,41896E+13;Prédio;\0;;imwlourdes@hotmail.com;Rua Mato Grosso;false;;355;BR;;;MG;;
2254;2016-11-11 19:02:57.12534+00;2023-12-09 18:17:50.712712+00;IMW Bairro do Vasco;1;1857;false;46;true;Vasco;false;26050165;Belford Roxo;1,38364E+13;;19/11/1978;21;jocemarvieira.tim@gmail.com;Avenida São Francisco;false;\0;23;BR;;31346593;RJ;Pastor Marcos Alves;Giovani
1915;2016-11-11 19:02:46.034704+00;2023-11-01 21:48:48.560079+00;IMW Bangu;1;1829;false;107;true;Bangu;false;21820005;Rio de Janeiro;1,37852E+13;;\0;21;secretariabanguimw@hotmail.com;Rua Fonseca;false;;964;BR;;33 360061;RJ;João Batista de Souza;Rogelin Belloni de Almeida
2051;2016-11-11 19:02:50.474344+00;2024-01-08 21:10:22.930317+00;IMW Barbacena;1;1788;false;334;true;Santa Luzia;false;36200000;Barbacena;1,41896E+13;;30/11/2001;32;;Rua Vicente Carneiro;false;\0;145;BR;;;MG;Gladston Ramos;Elizângela Ramos da Rocha Dias
2412;2016-11-11 19:03:02.250124+00;2021-09-27 19:33:00.489561+00;IMW Barcelona;1;1876;false;353;true;Barcelona;false;29166200;Serra;2,38191E+13;Templo;30/11/2008;27;pastorelias3@hotmail.com;Av. Regiao Sudeste,;false;;S/N;BR;;997150508;ES;Pr. Luis Alberto;
2379;2016-11-11 19:03:01.165592+00;2017-11-16 19:19:59.060506+00;IMW Barra da Estiva;1;1791;false;320;true;Rua Nova;false;46650000;Barra da Estiva;;Templo;30/11/1994;77;prvaltergs@hotmail.com;Avenida Juvêncio Rodrigues de Souza;false;Barra da Estiva;628;BR;;99891130;BA;;
2682;2016-11-11 19:03:11.291793+00;2021-02-14 15:36:32.082848+00;IMW Barra de São Francisco (COLATINA);1;1876;false;1161;true;Centro;false;29800000;Barra de São Francisco;;;01/01/2016;27;netonete@hotmail.com;Rua Áurea Porto;false;;214;BR;;98 447133;ES;PASTOR ADSON ANGELO DOS SANTOS;TESOUREIRO CARLI GOUTARA
1983;2016-11-11 19:02:48.1883+00;2022-05-31 01:12:18.891266+00;IMW Barra do Piraí;1;1818;false;188;true;Centro;false;;Barra do Piraí;1,37852E+13;;30/11/1974;24;;Rua Cristiano Otoni;false;\0;1411;BR;;22423383;RJ;;ROSILENE BORGES LEAL
2535;2016-11-11 19:03:06.326234+00;2023-01-07 17:32:31.675214+00;IMW Barramares;1;1822;false;612;true;Barramares;false;29124382;Vila Velha;;;10/10/2012;;;Avenida Rio Branco;false;;s/nº;BR;;;ES;Valdeir Barbosa Pereira;Roberto Christo Lima
1990;2016-11-11 19:02:48.399356+00;2022-03-31 19:02:24.782569+00;IMW Barreiras;1;2837;false;197;true;Barreiras;false;59500000;Macau;1,44008E+13;Prédio;30/11/1998;84;rev.marconi@outlook.com;Rua Monsenhor Honório;false;;20;BR;;35 218172;RN;;
2364;2016-11-11 19:03:00.669887+00;2016-11-11 19:21:04.20785+00;IMW Barreiro;1;1814;false;1012;true;;false;;Barreiro;;;\0;;;;false;\0;;PT;;;EX;\0;\0
2697;2016-12-13 01:12:09.457303+00;2023-10-09 20:46:30.450049+00;IMW Barro Branco;1;2865;false;\0;true;;false;;Duque de Caxias;;;\0;;;;false;;;;;;RJ;Reginaldo Souza Silva;EDSON DE SOUZA ALEXANDRE
2146;2016-11-11 19:02:53.567621+00;2023-08-05 02:41:30.53302+00;IMW Bauru;1;1823;false;568;true;Vila Santa Inês;false;17054210;Bauru;1,38237E+13;Quadra 4;30/10/1983;14;prcrau2009@hotmail.com;Rua Venezuela;false;;abr/53;BR;;32435167;SP;PR ODIRLEI RODRIGUES;Daniel Martins
2661;2016-11-11 19:03:10.502887+00;2020-12-29 14:12:38.214396+00;IMW Beira Rio;1;1889;false;1138;true;Perpétuo Socorro;false;68900000;Macapá;47085894768;;31/12/1969;;;Av. Gertrudes Saturnino de Loureiro;false;;447;BR;;;;;
2455;2016-11-11 19:03:03.710988+00;2022-05-03 14:41:58.105731+00;IMW Beira Rio;1;1852;false;1079;true;Beira Rio;false;;Paranaguá;1,39912E+13;;15/12/2012;;;;false;;;BR;;;PR;;
2471;2016-11-11 19:03:04.216817+00;2022-10-26 20:25:25.624908+00;IMW Bela Vista;1;1834;false;299;true;Conceição;false;76808000;Porto Velho;1,37263E+13;;30/11/2001;69;imetodistawconceicao@gmail.com;Rua Ceres;false;;3701;BR;;;RO;Antônio Eduardo Guimarães Souza;Edna Benevenuto
2003;2016-11-11 19:02:48.792329+00;2023-02-05 19:41:40.319248+00;IMW Bela Vista;1;1761;false;218;true;Engenho do Porto;false;25015210;Duque de Caxias;1,38364E+13;Quadra 22;04/01/2004;21;contato@imwbelavista.com.br;Rua General Solon Ribeiro;false;\0;Lt. 19;BR;www.imwbelavista.com.br;26741634;RJ;DENILSON ANDRADE DOS SANTOS;ANDERSON DE MORAES
2255;2016-11-11 19:02:57.161048+00;2017-08-13 11:57:27.82483+00;IMW Belford Roxo;1;1762;false;87;true;Centro;false;26130030;Belford Roxo;1,37852E+13;;\0;21;jmcunha18@yahoo.com.br;Rua Etelvina;false;\0;133;BR;;26565379;RJ;;
1909;2016-11-11 19:02:45.839637+00;2022-01-12 13:25:09.183346+00;IMW Belmonte;1;1872;false;23;true;Padre Josimo;false;27273240;Volta Redonda;1,37852E+13;;30/11/2000;24;prcampos.imwbelmonte@gmail.com;Rua A;false;\0;91;BR;;988393791;RJ;José Campos Neto;Rita de Cacia Batista
2013;2016-11-11 19:02:49.180867+00;2023-09-21 18:53:11.715008+00;IMW Belém;1;1810;false;298;true;MARCO;false;66093110;Belém;;;0001-11-30;91;luizimw@yahoo.com.br;TV HUMAITÁ;false;;2449;BR;;981318705;PA;Pr.Celso Fabiano;João Lucas Pacheco Machado
2776;2019-01-21 18:39:16.131378+00;2021-02-17 23:19:06.735529+00;IMW Benedito Bentes;1;1888;false;\0;true;Benedito Bentes;false;;Maceió;;;\0;81;;;false;;;;;94 549645;AL;Manoel Murilo Gomes de Oliveira Junior;Edneia de  Farias Santos
2213;2016-11-11 19:02:55.78418+00;2023-11-21 19:48:10.767099+00;IMW Benfica;1;1777;false;37;true;Benfica - Itaipava;false;25745071;Petrópolis;1,38364E+13;;01/12/2013;24;;Rodovia Philuvio Cerqueira Rodrigues;false;;2700;BR;;22222542;RJ;;
2505;2016-11-11 19:03:05.346372+00;2023-06-02 23:17:54.376132+00;IMW Betel;1;1769;false;470;true;Campo Grande;false;23052250;Rio de Janeiro;1,37852E+13;Joari;\0;21;imwbeltel@hotmail.com;Rua César Garcez;false;\0;51;BR;;34039751;RJ;ricardo;MARCOS
2457;2016-11-11 19:03:03.78075+00;2019-02-19 15:09:49.157852+00;IMW Betel;1;1845;false;283;true;Floresta;false;;Rio Branco;1,37263E+13;Vila Betel;0001-11-30;68;marcelaraujodesouza@hotmail.com;Rua Senador Guiomar;false;;;BR;;99111255;AC;;
2214;2016-11-11 19:02:55.815138+00;2017-10-15 23:03:27.606714+00;IMW Betel;1;1838;false;16;true;Samambaia;false;25745071;Petrópolis;1,38364E+13;;06/01/1967;24;pr.pscg@hotmail.com;Rua Joaquim João de Oliveira;false;\0;;BR;;22318216;RJ;;
2007;2016-11-11 19:02:48.927183+00;2021-03-14 01:37:28.252731+00;IMW Bingen;1;2693;false;222;true;Bingen;false;25665133;Petrópolis;1,38364E+13;;01/12/2013;24;wesleyanabetesda@yahoo.com.br;Rua Paulo Hervê;false;;795;BR;;22498531;RJ;Pastor Marcio Jose Rodrigues;Andréa Boré
2010;2016-11-11 19:02:49.052994+00;2023-02-13 21:11:37.425696+00;IMW Boa Sorte;1;1777;false;232;true;Boa Sorte;false;25880000;Sapucaia;1,38364E+13;;01/12/2013;;;Estrada da Boa Sorte;false;;;BR;;;RJ;Pr José de Arimateia Corrêa;Dc Carlos André
2078;2016-11-11 19:02:51.32275+00;2022-08-05 19:50:34.090477+00;IMW Boa Vista;1;1822;false;356;true;Boa Vista I;false;29102690;Vila Velha;1,41896E+13;;\0;;imwbvvilavelha@gmail.com;Rua Viana;false;;605;BR;;;ES;Anacleto Italo Regiani;Fabricio Verediano de Brito
2012;2016-11-11 19:02:49.140208+00;2023-02-13 14:28:45.759866+00;IMW Boa Vista;1;1838;false;250;true;Boa Vista/ Cascatinha;false;25716030;Petropolis;1,38364E+13;;07/11/2006;24;imwboavista@hotmail.com;Rua Francisco Jacinto do Amaral;false;;2;BR;;992431410;RJ;Emerson Alexandre de Almeida Vieira;Evandro Astin Esteves
2062;2016-11-11 19:02:50.822765+00;2022-03-03 18:02:20.624695+00;IMW Boa Vista - Uberaba;1;1789;false;315;true;Boa Vista;false;38072260;Uberaba;1,41896E+13;;\0;34;;Rua Lima;false;;286;BR;;;MG;PR. JULIO CESAR FERREIRA;VERA LUCIA S. BARCELOS
2400;2016-11-11 19:03:01.872966+00;2023-01-21 01:58:24.874714+00;IMW Bocaiúva;1;2877;false;399;true;Centro;false;39390000;Bocaiuva;1,41896E+13;;\0;38;imwromildo@hotmail.com;Rua Hélio Carneiro;false;;342;BR;;;MG;GERLEY LOPES;FREDSON
2685;2016-11-11 19:03:11.387995+00;2016-11-21 22:09:13.627499+00;IMW Bolivia - Santa Cruz de la Sierra;1;1825;false;1164;true;Norte;false;10260;Santa Cruz de la Sierra;;;24/03/2013;;fernandoeluza@gmail.com;Sexto anillo;false;;1190;BO;;71375676;EX;\0;\0
2376;2016-11-11 19:03:01.064419+00;2016-11-11 19:21:04.491225+00;IMW Bolívia - Cidade Alta (La paz);1;1825;false;904;true;;false;;La Paz Cidade Alta;;;0001-11-30;;;;false;\0;;BO;;;;\0;\0
2529;2016-11-11 19:03:06.146828+00;2016-11-11 19:21:04.505923+00;IMW Bolívia - Cidade Baixa (la paz);1;1825;false;950;true;;false;;La Paz Cidade Baixa;;;0001-11-30;;;;false;\0;;BO;;;;\0;\0
2537;2016-11-11 19:03:06.386258+00;2020-06-17 15:46:28.924825+00;IMW Bom Despacho;1;1826;false;496;true;São Vicente;false;35600000;Bom Despacho;;;\0;38;;Rua Unai;false;;157;BR;;;MG;#NOME?;
2256;2016-11-11 19:02:57.195705+00;2021-09-10 17:35:25.313293+00;IMW Bom Jardim;1;1775;false;30;true;São Miguel;false;28660000;Bom Jardim;1,38364E+13;;\0;22;josépaulolopes348@gmail.com;Rua João Jacinto de Carvalho;false;\0;1135;BR;;25663196;RJ;;
2257;2016-11-11 19:02:57.227254+00;2022-03-15 09:53:36.287181+00;IMW Bom Jesus de Itabapoana;1;1774;false;63;true;Pimentel Marques;false;28360000;Bom Jesus do Itabapoana;1,38364E+13;;15/07/1977;22;prcampeao@gmail.com;Rua Otacílio de Aquino;false;\0;12;BR;;997670714;RJ;LUIS CLAUDIO DA COSTA;RAFAEL SILVA DE SOUZA
2485;2016-11-11 19:03:04.668744+00;2023-01-26 23:31:25.228651+00;IMW Bom Jesus do Norte (SÃO JOSÉ DO CALÇADO);1;1783;false;445;true;São Sebastião;false;29460000;Bom Jesus do Norte;;predio;\0;28;pr.godoy@hotmail.com;Rua Pedro Casimiro Campos;false;;50;BR;;99 486684;;;
2626;2016-11-11 19:03:09.384664+00;2023-05-06 22:49:12.716168+00;IMW Bom Retiro;1;1826;false;1102;true;ALTO DAS FLORES;false;32605102;Betim;;;01/05/2015;31;giltonisouza@gmail.com;Rua GARDENIA;false;Gilson Antônio de Souza;40;BR;;35 110763;MG;GILSON;THAIS
2116;2016-11-11 19:02:52.574727+00;2024-01-18 16:10:23.930286+00;IMW Bom Sucesso;1;1788;false;410;true;Centro;false;37220000;Bom Sucesso;1,41896E+13;;\0;35;;Rua Frederico Ozanan;false;;150;BR;;;MG;Ramon Marcos de Andrade;Marcos Filipe de Almeida Andrade
2816;2020-12-08 20:57:09.919551+00;2020-12-08 20:57:09.919619+00;IMW Bonfim - Frente Missionária;1;1838;false;\0;true;;false;;;;;\0;;;;false;;;;;;;\0;\0
2328;2016-11-11 19:02:59.457099+00;2017-09-14 11:36:49.18973+00;IMW Bonito;1;1780;false;15;true;Vila da Cohab;false;55680000;Bonito;1,44008E+13;;0001-11-30;81;andre.rocha.imw@hotmail.com;Av. Brasil;false;\0;20;BR;www.facebook.com/imw.bonito;85298462;PE;;
1906;2016-11-11 19:02:45.743804+00;2021-07-02 15:50:22.446218+00;IMW Bonsucesso;1;1768;false;20;true;Bonsucesso;false;21040011;Rio de Janeiro;1,37852E+13;;\0;21;;Avenida Teixeira de Castro;false;\0;232;BR;;87639187;RJ;Paulo Pessoa De Oliveira;
1921;2016-11-11 19:02:46.226927+00;2019-02-22 12:57:54.438819+00;IMW Borges;1;1859;false;116;true;Alto José Leal;false;55608130;Vitória de Santo Antão;1,44008E+13;;0001-11-30;81;;Rua Santa Tereza;false;\0;67;BR;;88285817;PE;;
2098;2016-11-11 19:02:51.966607+00;2017-08-19 14:10:03.852196+00;IMW Brazlândia;1;1784;false;374;true;Centro;false;72726100;Brazlandia;;;\0;;;Qd. 5 L.2 Av. Comercial St. Veredas;false;\0;S/N;BR;;;;;
2454;2016-11-11 19:03:03.670732+00;2022-03-11 23:03:06.936539+00;IMW Brigadeiro;1;1806;false;280;true;Setor 22;false;76980000;Vilhena;1,37263E+13;;19/12/2008;69;imwbrigadeiro@hotmail.com;Av. Brigadeiro Eduardo Gomes;false;;2000;BR;;33222454;RO;Ezequiel Nunes  Ferreira;Denilson Abraão Gomes Ferreira
2732;2017-02-01 13:12:31.598479+00;2021-05-07 18:34:25.170368+00;IMW Brício de Abreu (Frente Missionaria);1;1767;false;\0;true;;false;;;;;17/12/2016;;;;false;;;;;;;Maria da Glória Pinto Pontes;
2207;2016-11-11 19:02:55.566413+00;2021-04-08 16:58:56.811746+00;IMW Bujari;1;1845;false;725;true;Centro;false;69926000;Bujari;1,37263E+13;;10/10/2009;68;imwbujari@hotmail.com;Rua Projetada;false;;;BR;;999612095;AC;;
2882;2023-01-30 19:41:54.731446+00;2023-03-10 22:07:53.04662+00;IMW Buritis;1;1784;false;\0;true;;false;;;;;08/01/2023;;;;false;;;;;;;Paulo Avelino;Leumaycon Alves
2737;2017-02-07 19:48:59.491901+00;2021-10-25 21:23:57.028302+00;IMW CARNAÚBA DOS DANTAS;1;2724;false;\0;true;Alto do Vaqueiro Centro;false;59374000;Carnauba dos Dantas;1,44008E+13;;07/12/2016;84;;Rua Juvenal Lamartine;false;Carnaúba dos Dantas;473;Brasil;;84 986457;RN;;
1;2016-09-13 19:25:39.006259+00;2019-09-26 02:47:21.631285+00;IMW CGIE Numero 1;1;962;false;\0;true;;false;;;;;\0;;;;false;;;;;;;Pedro;Mario
2757;2018-01-26 21:59:35.621484+00;2018-03-10 13:14:41.683504+00;IMW CGIE Numero 2;1;962;false;\0;true;;false;;;;;\0;;;;false;;;;;;;;
2215;2016-11-11 19:02:55.846148+00;2018-02-08 03:47:12.584826+00;IMW Cabo Frio;1;1758;false;2;true;Vila Nova;false;28905340;Cabo Frio;1,38364E+13;;05/01/1967;22;prcharlesvillaca@gmail.com;Rua José Antonio Sampaio;false;;88;BR;;26434099;RJ;;
1949;2016-11-11 19:02:47.156633+00;2023-12-04 17:32:35.542249+00;IMW Cabral;1;1819;false;136;true;Cabral;false;27534200;Resende;1,37852E+13;Q:31 L.145;\0;;;Rua  Alberico Luciano Barbosa;false;\0;168;BR;;;RJ;Derciley Chaves Bastos;Claudinéia  Valério Marreti
1938;2016-11-11 19:02:46.785068+00;2018-03-15 19:22:35.321633+00;IMW Cabral;1;1764;false;149;true;Cabral;false;26615041;Nilópolis;1,37852E+13;;30/11/2001;21;danielsantosjob@hotmail.com;Rua: Roldão Gonçalves;false;\0;133;BR;;37624523;RJ;Daniel;Jean Tomola
1911;2016-11-11 19:02:45.905706+00;2020-11-04 23:26:48.140883+00;IMW Cabuçu;1;1763;false;102;true;Cabuçu;false;26291371;Nova Iguaçu;1,37852E+13;Lt02 Qd21;04/12/1977;21;imwcabucu@gmail.com;Rua Otávio Teixeira;false;\0;s/n;BR;;26952474;RJ;Alberto Nunes da Silva;Marcelo de Oliveira Nascimento
2154;2016-11-11 19:02:53.892957+00;2021-12-19 09:40:51.068131+00;IMW Cachoeira;1;1853;false;516;true;Cachoeira;false;82710360;Curitiba;1,39912E+13;;01/11/2009;41;imwcontato@hotmail.com;Rua Nair Schutz Helvig;false;\0;165;BR;;36986518;PR;Pr.Jorge Luis de los Santos;Edson Pereira
2392;2016-11-11 19:03:01.591096+00;2017-01-28 23:26:26.204598+00;IMW Cachoeirinha;1;19;false;712;true;Cachoeirinha;false;69065150;Manaus;1,37263E+13;;0001-11-30;92;leonardo4368brito@gmail.com;Rua J. Carlos Antoni;false;;634;BR;;82115503;;\0;\0
2384;2016-11-11 19:03:01.330173+00;2021-02-05 20:00:43.555745+00;IMW Cacoal;1;1843;false;701;true;Vilage do Sol ll;false;;Cacoal;1,37263E+13;;\0;69;prhmitsugui@gmail.com;Rua: Rosinéia de Souza;false;\0;3321;BR;;92165158;RO;Eber Jose Guimaraes;Carlos Antonio de Araujo
2824;2021-01-08 15:46:33.634074+00;2021-04-27 03:11:32.680273+00;IMW Cacuia (Frente Missionária);1;1871;false;\0;true;;false;26215220;Nova Iguaçu;;;05/12/2020;24;pr.renatoneves@hotmail.com;;false;Neves;;;;;RJ;;
2583;2016-11-11 19:03:08.022241+00;2022-11-26 00:09:15.787851+00;IMW Cadeia Velha;1;2851;false;1046;true;;false;;Rio Branco;1,37263E+13;;01/12/2012;;;;false;;;BR;;;AC;Demilton Taumaturgo;Francisca Rosângela
2216;2016-11-11 19:02:55.878707+00;2023-03-01 14:57:16.000156+00;IMW Caioaba;1;1763;false;40;true;Caioaba;false;26012660;Nova Iguaçu;1,37852E+13;;24/07/1984;21;prjonasbenicio@hotmail.com;Rua Dona Joaquina;false;\0;49;BR;;37678655;RJ;JONAS BENICIO DA COSTA;ROSIMARY  GOMES BRAZ VALIM
2093;2016-11-11 19:02:51.808476+00;2020-12-28 22:20:22.839046+00;IMW Caiçara;1;1783;false;369;true;Caiçaras;false;29311630;Cachoeiro de Itapemirim;1,41896E+13;;\0;28;segundadecachoeiro@hotmail.com;Rua Elvira Maria Calassara;false;;21;BR;;98 868107;;Marcos Klein;
2374;2016-11-11 19:03:00.996467+00;2017-09-13 21:36:26.092015+00;IMW Cajueiro;1;1859;false;1074;true;SAO VICENTE DE PAULO;false;55606340;Vitoria de Santo Antao;1,44008E+13;;18/12/2012;81;rafaelvalentimramos@hotmail.com;Rua Três;false;\0;100;BR;;984033506;PE;;
2199;2016-11-11 19:02:55.324532+00;2017-08-15 04:01:01.196226+00;IMW Cajuru;1;1852;false;532;true;Cajuru;false;82940010;Curitiba;1,39912E+13;;27/11/1994;41;samuelcoelho@globo.com;Rua Engenheiro Costa Barros;false;\0;1211;BR;;98851000;PR;;
2446;2016-11-11 19:03:03.399859+00;2022-06-01 14:12:53.93383+00;IMW Calama;1;1808;false;272;true;Marechal Rondon;false;78908010;Porto Velho;1,37263E+13;;\0;;imwcalama@gmail.com;Av. Calama;false;;4517;BR;;;RO;Marcelo Silva Marinho;Samuel Silva de Souza
2114;2016-11-11 19:02:52.512182+00;2023-01-21 01:53:08.889852+00;IMW Caldas Novas;1;2876;false;318;true;Santa Efigenia;false;75690000;Caldas Novas;;;30/11/2001;64;nelson.construcao@hotmail.com;Rua Achimides de Melo;false;Igreja Metodista Wesleyana em Caldas Novas;Quadra 68 - Lote 28;Brasil;;;GO;;
2794;2019-02-27 16:13:12.916022+00;2023-03-07 17:29:11.37557+00;IMW Califórnia;1;1874;false;\0;true;;false;;Itabuna;;;01/01/2019;;;;false;;;;;;BA;Paulo Oliveira;Marinei Batista da Rocha
2633;2016-11-11 19:03:09.59286+00;2018-11-14 17:22:45.131195+00;IMW Califórnia;1;1763;false;1109;true;Califórnia;false;26220520;Nova Iguaçu;1,37852E+13;;07/12/2014;;anamariacastelluccio@gmail.com;Rua Dinah;false;\0;82;BR;;;RJ;Elias Thomaz da Silva;Wanderlea de O. Faria da Silva
2258;2016-11-11 19:02:57.257061+00;2018-07-24 11:27:30.984268+00;IMW Califórnia;1;1879;false;55;true;Califórnia;false;27100000;Barra do Piraí;1,37852E+13;;30/03/1985;24;danquimaia@bol.com.br;Rua João Marfório;false;\0;168;BR;;33469856;RJ;;
2760;2018-01-31 16:13:31.014442+00;2018-08-21 00:05:09.738716+00;IMW Camboriú (Frente Missionária);1;1799;true;\0;true;;false;;;;;\0;;;;false;;;;;;;;
2553;2016-11-11 19:03:06.990389+00;2020-02-20 19:06:50.829234+00;IMW Campinas;1;1863;false;611;true;BAIRRO VILA GEORGINA;false;13043700;Campinas;1,38237E+13;TÉRREO;22/08/2012;19;senior.wescamp@gmail.com;RUA FRANCISCO DE CAMPOS ABREU;false;;473;BR;https://wescamp.webnode.com/;;SP;Pr Claudio Roberto Pinheiro;Marcela Silva de Souza
2173;2016-11-11 19:02:54.529773+00;2020-11-20 22:52:32.954385+00;IMW Campo Grande - Guanandi;1;1800;false;561;true;Guanandy;false;79086140;Campo Grande;1,38237E+13;;30/11/2013;;;Rua Túlio Alves Quito;false;\0;501;BR;;;MS;Pr. Matheus C. Coelho;Celeste Souza Lima
2373;2016-11-11 19:03:00.963512+00;2021-01-09 12:01:27.569634+00;IMW Campo Grande - Parque do Sol;1;1800;false;597;true;Parque do Sol;false;79075111;Campo Grande;1,38237E+13;;30/11/2001;67;;Rua Domingos Belentani;false;;671;BR;;;MS;;
2575;2016-11-11 19:03:07.773455+00;2020-11-18 03:06:38.344038+00;IMW Campo Grande - Riviera Park;1;1800;false;1037;true;Tijucas II;false;;Campo Grande;1,38237E+13;;30/11/2012;67;prjaniohelio@hotmail.com;Rua Javaes;false;;593;BR;;33 864255;MS;;
2577;2016-11-11 19:03:07.834457+00;2017-12-08 17:56:15.231423+00;IMW Campo Grande - Tiradentes;1;1800;false;1040;true;Tiradentes;false;79094120;Campo Grande;1,38237E+13;;30/11/2010;;prclopeme@hotmail.com;Rua Silvino Dote;false;;500;BR;;;MS;Nelson Soares dos santos;Sônia Regina de Souza Valdez dos Santos
2632;2016-11-11 19:03:09.564462+00;2023-03-09 23:19:37.436019+00;IMW Campos Elíseos;1;2802;false;1108;true;Campos Eliseos;false;25000000;Duque de Caxias;;;29/11/2014;;militar-pilar@bol.com.br;Rua Tupinamba de Castro;false;;33;BR;;;RJ;JUSLEY CARDOSO ALMEIDA;INUÂ DEYVISON DA SILVA FERREIRA
2150;2016-11-11 19:02:53.735525+00;2021-02-19 19:18:36.1569+00;IMW Campos do Jordão;1;1794;false;567;true;Vila Ferraz - Campos do Jordão;false;12460000;Campos do Jordão;1,38237E+13;;14/10/1999;12;wesleyanacampos@gmail.com;Rua Florentino Santa Clara;false;;185;BR;;36646731;SP;Pr. Rafael Medeiros;Diácono José Odair
2651;2016-11-11 19:03:10.159503+00;2022-12-24 02:43:11.174403+00;IMW Camurugi;1;1848;false;1128;true;CAMURUGI;false;29200001;Guarapari;2,38191E+13;;13/12/2014;27;imwcamurugi@gmail.com;RUA SERGIPE;false;;60;BR;;;ES;JOSE MARIA TEIXEIRA GODOI;luiz felipe ribeiro de frias
2401;2016-11-11 19:03:01.903259+00;2020-06-08 22:57:02.020892+00;IMW Canaã;1;1826;false;384;true;Canaã;false;32400000;Ibirité;3,43539E+13;;\0;31;;Rua José dos Reis;false;;156;BR;;35339790;MG;ERASMO FRANCISCO LEANDRO;WESLEY SIMON NERY
2467;2016-11-11 19:03:04.09685+00;2022-09-20 23:48:13.938518+00;IMW Candeias;1;2797;false;293;true;União;false;76860000;Candeias do Jamari;1,37263E+13;;\0;69;imwcandeias@gmail.com;Rua 21 de Abril;false;;657;BR;;84 917520;RO;Geraldo José Alves;Samara Martins
2196;2016-11-11 19:02:55.234109+00;2017-09-12 15:50:55.059318+00;IMW Canela;1;2710;false;574;true;Centro;false;95680000;Canela;1,39912E+13;;\0;54;fabiosantosimw@hotmail.com;Trav. Andre Heidrich;false;;70;BR;;81074080;RS;Fabio Rodrigues dos Santos;Arno Rodrigues da Paz
1955;2016-11-11 19:02:47.347267+00;2018-04-04 15:02:34.529387+00;IMW Cantagalo;1;1765;false;157;true;Siderlândia/Cantagalo;false;27350390;Barra Mansa;1,37852E+13;;\0;24;lamarques10@ig.com.br;Rua José Gonçalves Rebollas;false;\0;1860;BR;;988019019;RJ;;
1916;2016-11-11 19:02:46.067878+00;2022-07-04 21:06:05.164576+00;IMW Caonze;1;1763;false;111;true;Caonze;false;26250320;Nova Iguaçu;1,37852E+13;;30/11/1997;21;secretaria.imwk11@gmail.com;Rua Juvenal Valadares;false;\0;241;BR;;37436193;RJ;JOÃO MARCELO;Gerson Teixeira de Farias
